UserID,Name,Email,Age,Location,Sept_sub_type,Recurring Logins,Aug_sub_type
330,Ryan Williams,ryan.williams@yipa.com,23,Kumasi,Free,3,Digital Universe+
331,Anna Nunez,anna.nunez@yipa.com,28,Lagos,Digital Universe+,2,Digital Universe+
332,Janet Smith,janet.smith@yipa.com,22,Kumasi,Free,3,Free
333,Cynthia Morris,cynthia.morris@yipa.com,26,Kumasi,Free,4,Digital Universe+
334,Jose Mitchell,jose.mitchell@yipa.com,26,Lagos,Free,2,Digital Universe+
335,Gary Grant,gary.grant@yipa.com,21,Nairobi,Free,4,Free
336,Elizabeth Maldonado,elizabeth.maldonado@yipa.com,60,Mombasa,Free,4,Free
337,Mitchell Taylor,mitchell.taylor@yipa.com,30,Accra,Free,5,Free
338,Benjamin Davis,benjamin.davis@yipa.com,29,Abuja,Free,2,Free
339,Matthew Nguyen,matthew.nguyen@yipa.com,25,Abuja,Digital Universe+,4,Free
340,Christopher Hernandez,christopher.hernandez@yipa.com,26,Nairobi,Free,5,Digital Universe+
341,Michael Bryant,michael.bryant@yipa.com,18,Lagos,Free,4,Free
342,Christopher Hanson,christopher.hanson@yipa.com,27,Lagos,Free,5,Digital Universe+
343,Matthew Smith,matthew.smith@yipa.com,22,Accra,Free,4,Free
344,Heather Wilson,heather.wilson@yipa.com,55,Lagos,Free,5,Digital Universe+
345,Crystal Chang,crystal.chang@yipa.com,40,Mombasa,Digital Universe+,4,Free
346,Ashley Henderson,ashley.henderson@yipa.com,24,Lagos,Free,4,Free
347,Taylor Greer,taylor.greer@yipa.com,18,Accra,Digital Universe+,4,Free
348,Sandra Howard,sandra.howard@yipa.com,29,Accra,Digital Universe+,1,Digital Universe+
349,Amy Cox,amy.cox@yipa.com,18,Mombasa,Free,4,Free
350,Amanda Hart,amanda.hart@yipa.com,39,Kumasi,Digital Universe+,4,Digital Universe+
351,Nathaniel Bowers,nathaniel.bowers@yipa.com,41,Accra,Digital Universe+,4,Free
352,Samuel Thompson,samuel.thompson@yipa.com,21,Abuja,Free,3,Free
353,Bryce White,bryce.white@yipa.com,28,Nairobi,Free,2,Digital Universe+
354,Andrea Hernandez,andrea.hernandez@yipa.com,29,Abuja,Digital Universe+,5,Digital Universe+
355,James Wilkerson,james.wilkerson@yipa.com,22,Lagos,Digital Universe+,4,Free
356,Jason Romero,jason.romero@yipa.com,30,Lagos,Free,4,Free
357,Danielle Ortiz,danielle.ortiz@yipa.com,26,Abuja,Digital Universe+,1,Free
358,Dawn Farmer,dawn.farmer@yipa.com,57,Mombasa,Free,5,Digital Universe+
359,Sarah Meyers,sarah.meyers@yipa.com,23,Nairobi,Free,4,Free
360,Laura Lewis,laura.lewis@yipa.com,42,Kumasi,Free,3,Digital Universe+
361,Gina Patel,gina.patel@yipa.com,21,Nairobi,Free,4,Digital Universe+
362,Tracy Johnson,tracy.johnson@yipa.com,27,Abuja,Free,3,Free
363,Jennifer Bush,jennifer.bush@yipa.com,44,Kumasi,Free,2,Free
364,Jamie Howard,jamie.howard@yipa.com,30,Lagos,Free,3,Free
365,Kristina Walker,kristina.walker@yipa.com,26,Accra,Digital Universe+,4,Free
366,Jerry Miller,jerry.miller@yipa.com,23,Lagos,Free,3,Free
367,Daniel Mccarthy,daniel.mccarthy@yipa.com,46,Abuja,Free,5,Free
368,Julie Lee,julie.lee@yipa.com,41,Mombasa,Free,4,Digital Universe+
369,Brittney Kemp,brittney.kemp@yipa.com,45,Kumasi,Free,5,Digital Universe+
370,Lisa Gay,lisa.gay@yipa.com,24,Lagos,Free,2,Free
371,John Huffman,john.huffman@yipa.com,27,Accra,Digital Universe+,2,Digital Universe+
372,Amber Glass,amber.glass@yipa.com,30,Kumasi,Free,4,Digital Universe+
373,David Ray,david.ray@yipa.com,37,Nairobi,Digital Universe+,4,Free
374,Richard Lee,richard.lee@yipa.com,47,Lagos,Free,4,Digital Universe+
375,Jason Burns,jason.burns@yipa.com,23,Lagos,Free,5,Digital Universe+
376,Brian Garcia,brian.garcia@yipa.com,20,Abuja,Free,4,Digital Universe+
377,Marie Munoz,marie.munoz@yipa.com,26,Nairobi,Digital Universe+,4,Free
378,Alexis Garner,alexis.garner@yipa.com,25,Accra,Free,1,Digital Universe+
379,Andrew Lamb,andrew.lamb@yipa.com,63,Lagos,Free,4,Free
380,Austin Simmons,austin.simmons@yipa.com,21,Lagos,Free,4,Digital Universe+
381,Amber Bryant,amber.bryant@yipa.com,47,Accra,Free,4,Free
382,Gregory Clark,gregory.clark@yipa.com,18,Lagos,Free,5,Digital Universe+
383,Brandon Robinson,brandon.robinson@yipa.com,37,Lagos,Digital Universe+,4,Digital Universe+
384,Nicole Collier,nicole.collier@yipa.com,64,Nairobi,Free,4,Free
385,Emily Bennett,emily.bennett@yipa.com,24,Lagos,Free,1,Free
386,Dominique Tanner,dominique.tanner@yipa.com,46,Abuja,Free,3,Digital Universe+
387,Marcus Silva,marcus.silva@yipa.com,40,Lagos,Digital Universe+,4,Free
388,Wayne Bailey,wayne.bailey@yipa.com,37,Lagos,Digital Universe+,4,Digital Universe+
389,Diana Singleton,diana.singleton@yipa.com,26,Kumasi,Digital Universe+,5,Free
390,Meagan Nguyen,meagan.nguyen@yipa.com,29,Nairobi,Free,5,Digital Universe+
391,Julie Hodges,julie.hodges@yipa.com,30,Kumasi,Free,3,Digital Universe+
392,Brenda Maldonado,brenda.maldonado@yipa.com,27,Accra,Free,3,Digital Universe+
393,Jeffery Bailey,jeffery.bailey@yipa.com,29,Abuja,Free,4,Digital Universe+
394,Kyle Turner,kyle.turner@yipa.com,26,Abuja,Free,4,Free
395,Ronald Phillips,ronald.phillips@yipa.com,39,Nairobi,Free,5,Free
396,Linda Terrell,linda.terrell@yipa.com,26,Accra,Free,1,Free
397,Sarah Deleon,sarah.deleon@yipa.com,26,Lagos,Digital Universe+,1,Free
398,Robert Choi,robert.choi@yipa.com,27,Kumasi,Digital Universe+,4,Free
399,Cole Thomas,cole.thomas@yipa.com,49,Lagos,Free,1,Digital Universe+
400,David Powers,david.powers@yipa.com,50,Kumasi,Free,1,Digital Universe+
401,Patricia Carter,patricia.carter@yipa.com,23,Nairobi,Free,1,Free
402,Terrance Walker,terrance.walker@yipa.com,27,Accra,Free,5,Free
403,Martin Clark,martin.clark@yipa.com,20,Lagos,Free,5,Digital Universe+
404,Sharon Cook,sharon.cook@yipa.com,21,Abuja,Digital Universe+,5,Free
405,Jamie Bruce,jamie.bruce@yipa.com,20,Lagos,Free,5,Free
406,Charlene Fuentes,charlene.fuentes@yipa.com,20,Accra,Free,5,Free
407,John Castillo,john.castillo@yipa.com,36,Abuja,Free,3,Free
408,Brian Ramos,brian.ramos@yipa.com,30,Abuja,Digital Universe+,5,Free
409,Derek Peterson,derek.peterson@yipa.com,20,Nairobi,Free,5,Free
410,Veronica White,veronica.white@yipa.com,63,Lagos,Digital Universe+,5,Free
411,Elizabeth Bryan,elizabeth.bryan@yipa.com,63,Lagos,Free,5,Digital Universe+
412,Brandon Wood,brandon.wood@yipa.com,19,Nairobi,Free,2,Free
413,Heidi Khan,heidi.khan@yipa.com,21,Kumasi,Digital Universe+,3,Digital Universe+
414,Trevor Miller,trevor.miller@yipa.com,56,Kumasi,Free,3,Digital Universe+
415,Jennifer Gentry,jennifer.gentry@yipa.com,19,Lagos,Free,5,Digital Universe+
416,Mary Terry,mary.terry@yipa.com,22,Nairobi,Digital Universe+,5,Free
417,Angela Brown,angela.brown@yipa.com,29,Lagos,Free,5,Free
418,Brandon Webb,brandon.webb@yipa.com,22,Lagos,Free,5,Digital Universe+
419,William Cochran,william.cochran@yipa.com,53,Lagos,Free,3,Free
420,John Terry,john.terry@yipa.com,42,Accra,Free,5,Free
421,James Jones,james.jones@yipa.com,18,Kumasi,Free,4,Free
422,Kimberly Johnson,kimberly.johnson@yipa.com,25,Abuja,Free,5,Digital Universe+
423,James Jacobson,james.jacobson@yipa.com,20,Lagos,Digital Universe+,5,Free
424,Dominique Peck,dominique.peck@yipa.com,29,Abuja,Free,2,Free
425,Dominic Meyers,dominic.meyers@yipa.com,20,Nairobi,Free,4,Free
426,Laura Garcia,laura.garcia@yipa.com,31,Abuja,Free,5,Digital Universe+
427,Matthew Smith,matthew.smith@yipa.com,30,Lagos,Free,5,Digital Universe+
428,Brian Perry,brian.perry@yipa.com,23,Kumasi,Free,4,Digital Universe+
429,Scott Gonzales,scott.gonzales@yipa.com,44,Abuja,Digital Universe+,4,Digital Universe+
430,Rachel Nolan,rachel.nolan@yipa.com,28,Lagos,Free,5,Free
431,Patricia Maynard,patricia.maynard@yipa.com,52,Lagos,Digital Universe+,5,Digital Universe+
432,Douglas Farrell,douglas.farrell@yipa.com,28,Accra,Free,1,Digital Universe+
433,Amy Torres,amy.torres@yipa.com,18,Lagos,Free,4,Digital Universe+
434,Robert Rojas,robert.rojas@yipa.com,33,Nairobi,Digital Universe+,4,Free
435,Kevin Smith,kevin.smith@yipa.com,24,Lagos,Free,4,Digital Universe+
436,Michael Merritt,michael.merritt@yipa.com,27,Mombasa,Digital Universe+,5,Digital Universe+
437,Stacy Mathews,stacy.mathews@yipa.com,62,Nairobi,Free,3,Digital Universe+
438,Teresa Wilson,teresa.wilson@yipa.com,21,Kumasi,Free,4,Free
439,Derek Jordan,derek.jordan@yipa.com,22,Mombasa,Digital Universe+,4,Free
440,Christopher Mcneil,christopher.mcneil@yipa.com,22,Lagos,Digital Universe+,4,Digital Universe+
441,Anthony Roth,anthony.roth@yipa.com,26,Accra,Digital Universe+,3,Digital Universe+
442,Ryan Kim,ryan.kim@yipa.com,62,Lagos,Digital Universe+,5,Free
443,William Peterson,william.peterson@yipa.com,20,Accra,Digital Universe+,3,Free
444,Madeline Norris,madeline.norris@yipa.com,21,Abuja,Free,4,Digital Universe+
445,Matthew Torres,matthew.torres@yipa.com,19,Accra,Free,5,Free
446,Brandi Shaw,brandi.shaw@yipa.com,20,Lagos,Digital Universe+,5,Digital Universe+
447,Suzanne Gray,suzanne.gray@yipa.com,30,Accra,Digital Universe+,2,Free
448,Joyce Floyd,joyce.floyd@yipa.com,20,Mombasa,Free,4,Digital Universe+
449,Leah Smith,leah.smith@yipa.com,18,Abuja,Digital Universe+,5,Digital Universe+
450,Rachel Wright,rachel.wright@yipa.com,28,Lagos,Free,4,Digital Universe+
451,Carrie Martinez,carrie.martinez@yipa.com,18,Nairobi,Free,4,Digital Universe+
452,Mariah Briggs,mariah.briggs@yipa.com,65,Abuja,Digital Universe+,4,Free
453,Jessica Chavez,jessica.chavez@yipa.com,44,Mombasa,Free,5,Free
454,Elizabeth Marsh,elizabeth.marsh@yipa.com,19,Kumasi,Digital Universe+,5,Free
455,Adam Garcia,adam.garcia@yipa.com,22,Accra,Digital Universe+,3,Free
456,Keith Ramirez,keith.ramirez@yipa.com,28,Abuja,Digital Universe+,5,Free
457,Jacob Johnson,jacob.johnson@yipa.com,46,Lagos,Free,4,Free
458,Kristy Thomas,kristy.thomas@yipa.com,64,Accra,Free,5,Digital Universe+
459,Jordan Adams,jordan.adams@yipa.com,27,Kumasi,Free,3,Free
460,Damon Davis,damon.davis@yipa.com,25,Nairobi,Free,2,Free
461,Jacqueline Joyce,jacqueline.joyce@yipa.com,30,Nairobi,Free,4,Digital Universe+
462,Samantha Bell,samantha.bell@yipa.com,22,Mombasa,Free,5,Free
463,Michelle Love,michelle.love@yipa.com,50,Lagos,Digital Universe+,2,Digital Universe+
464,George Duran,george.duran@yipa.com,39,Mombasa,Free,4,Digital Universe+
465,Allison Cook,allison.cook@yipa.com,41,Accra,Free,4,Digital Universe+
466,Jeremy Jackson,jeremy.jackson@yipa.com,25,Lagos,Digital Universe+,4,Free
467,Brenda Callahan,brenda.callahan@yipa.com,39,Abuja,Digital Universe+,3,Digital Universe+
468,David Sanchez,david.sanchez@yipa.com,28,Nairobi,Digital Universe+,5,Digital Universe+
469,Christopher Cooke,christopher.cooke@yipa.com,28,Kumasi,Free,4,Digital Universe+
470,Linda Thomas,linda.thomas@yipa.com,19,Mombasa,Free,5,Free
471,Joel Reyes,joel.reyes@yipa.com,53,Lagos,Digital Universe+,5,Free
472,Susan Hart,susan.hart@yipa.com,28,Accra,Free,3,Free
473,Taylor Lane,taylor.lane@yipa.com,22,Nairobi,Free,4,Free
474,Christina Curtis,christina.curtis@yipa.com,56,Mombasa,Digital Universe+,2,Digital Universe+
475,Robert Brown,robert.brown@yipa.com,22,Abuja,Free,4,Free
476,Ashley Beltran,ashley.beltran@yipa.com,26,Abuja,Free,4,Digital Universe+
477,Adam Larson,adam.larson@yipa.com,18,Nairobi,Free,4,Digital Universe+
478,Samuel Chan,samuel.chan@yipa.com,37,Accra,Digital Universe+,5,Digital Universe+
479,George Andrade,george.andrade@yipa.com,29,Mombasa,Free,4,Digital Universe+
480,Bonnie Adams,bonnie.adams@yipa.com,54,Nairobi,Free,4,Free
481,Justin Moore,justin.moore@yipa.com,35,Lagos,Digital Universe+,2,Free
482,Angel Levine,angel.levine@yipa.com,26,Lagos,Free,5,Digital Universe+
483,Ronald White,ronald.white@yipa.com,22,Lagos,Free,4,Free
484,David Diaz,david.diaz@yipa.com,21,Nairobi,Free,5,Free
485,Melissa Fitzpatrick,melissa.fitzpatrick@yipa.com,36,Accra,Digital Universe+,5,Free
486,Christine Bailey,christine.bailey@yipa.com,27,Abuja,Free,5,Free
487,Ethan Rogers,ethan.rogers@yipa.com,29,Mombasa,Free,4,Digital Universe+
488,Christopher Morton,christopher.morton@yipa.com,51,Nairobi,Free,4,Digital Universe+
489,Alyssa Reese,alyssa.reese@yipa.com,20,Nairobi,Free,3,Free
490,Willie Pena,willie.pena@yipa.com,25,Lagos,Free,4,Digital Universe+
491,Henry Ortiz,henry.ortiz@yipa.com,20,Abuja,Free,1,Digital Universe+
492,Jeffrey Washington,jeffrey.washington@yipa.com,18,Mombasa,Free,5,Free
493,Mark Cook,mark.cook@yipa.com,25,Abuja,Free,4,Digital Universe+
494,Desiree Holloway,desiree.holloway@yipa.com,46,Abuja,Digital Universe+,2,Free
495,Maria Cline,maria.cline@yipa.com,43,Lagos,Free,4,Free
496,Krystal Manning,krystal.manning@yipa.com,29,Nairobi,Digital Universe+,5,Free
497,Daniel Watts,daniel.watts@yipa.com,24,Lagos,Free,5,Digital Universe+
498,Mike Pacheco,mike.pacheco@yipa.com,25,Lagos,Digital Universe+,3,Free
499,Christina Freeman,christina.freeman@yipa.com,64,Accra,Free,4,Free
500,Jessica Curtis,jessica.curtis@yipa.com,39,Accra,Free,4,Digital Universe+
